invoice_number,document_type,typeDte_description,client_name,address,tienda,date,description,product_type_name,quantity,price,total
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,KETCHUP HEINZ 397 GRS,INDIRECTO,"1,000000","2148,0",2148
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,MAYONESA KRAFT 887 GR,INDIRECTO,"1,000000","6239,0",6239
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,MOSTAZA HEINZ 1 KG,INDIRECTO,"1,000000","5625,0",5625
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,SALSA DULCE TINETA,INDIRECTO,"2,000000","33898,0",67796
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,SOYA KIKKOMAN TINETA,INDIRECTO,"1,000000","56250,0",56250
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,VINAGRE PREPARADO TINETA,INDIRECTO,"2,000000","24283,0",48566
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,PANKO BOLSA 1 KG,INDIRECTO,"20,000000","2063,0",41260
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,NORI 100 HOJAS GOLD,INDIRECTO,"10,000000","8363,0",83630
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,PALITOS PAQUETE,INDIRECTO,"10,000000","2000,0",20000
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,HARINA 1 KG,INDIRECTO,"10,000000","1325,0",13250
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,ALUMINIO C-10 PAQUETE 20 UN ,INDIRECTO,"2,000000","1200,0",2400
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,ALUMINIO C-20 PAQUETE 20 UN ,INDIRECTO,"2,000000","2476,0",4952
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,DEGUSTADOR 2 0 OZ CAJA,INDIRECTO,"1,000000","49688,0",49688
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,243 PLASTICO 300 UNIDADES,INDIRECTO,"4,000000","25125,0",100500
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,BOLSA CAMISETA 40X50 BLANCA,INDIRECTO,"5,000000","1376,0",6880
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,ALUSA 30 X1400 MTS,INDIRECTO,"1,000000","31125,0",31125
92445,6,Factura Electrónica,YOBINSON EL BOSQUE SPA,Av. Padre Hurtado Nº 13280,El Bosque,2024-06-05,BOWL DE CARTON 1000 CC GOHAN,INDIRECTO,"1,000000","14125,0",14125
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,ATUN 500GRS,INDIRECTO,"1,000000","3745,0",3745
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CAMARON S CASCARA KG,INDIRECTO,"10,000000","7238,0",72380
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CHURRASCO VACUNO CAJA,INDIRECTO,"1,000000","30600,0",30600
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,GYOSAS CAMARON SHEN UNIDAD,INDIRECTO,"1,000000","5525,0",5525
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,GYOSAS CERDO SHEN UNIDAD,INDIRECTO,"1,000000","4191,0",4191
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,GYOSAS POLLO SHEN UNIDAD,INDIRECTO,"1,000000","4191,0",4191
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,PECHUGA DESHUESADA KG,INDIRECTO,"36,000000","4225,0",152100
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,REINETA SIN PIEL KILO,INDIRECTO,"10,000000","9000,0",90000
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,SALMON FILETE TRIMD 3 4 PREMIUM KILO,INDIRECTO,"3,200000","14000,0",44800
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,HUEVO EN POLVO PAQUETE 500 GRS,INDIRECTO,"2,000000","4625,0",9250
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CHOCLO TARRO 400 GRS,INDIRECTO,"12,000000","1041,0",12492
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CHAMPINON TARRO 400 GRS,INDIRECTO,"12,000000","1613,0",19356
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,PALMITOS TARRO ENTERO 800 GRS,INDIRECTO,"12,000000","4438,0",53256
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,ACEITE VEGETAL 900 CC,INDIRECTO,"15,000000","2218,0",33270
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,ARROZ MANGA 10 KG,INDIRECTO,"8,000000","14375,0",115000
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CEBOLLIN DOCENA,INDIRECTO,"2,000000","8125,0",16250
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,CIBOULLETE DOCENA,INDIRECTO,"5,000000","3750,0",18750
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,PALTA HASS KILO,INDIRECTO,"20,000000","5500,0",110000
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,JENGIBRE ROSADO 1 KG,INDIRECTO,"1,000000","3488,0",3488
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,SALSA DULCE TINETA,INDIRECTO,"1,000000","33898,0",33898
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,SOYA KIKKOMAN TINETA,INDIRECTO,"1,000000","56250,0",56250
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,VINAGRE PREPARADO TINETA,INDIRECTO,"2,000000","24283,0",48566
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,LIMON SUCEDANEO BIDON 5 LTS,INDIRECTO,"1,000000","3541,0",3541
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,PANKO BOLSA 1 KG,INDIRECTO,"15,000000","2063,0",30945
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,NORI 100 HOJAS GOLD,INDIRECTO,"6,000000","8363,0",50178
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,PALITOS PAQUETE,INDIRECTO,"5,000000","2000,0",10000
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,ALUMINIO C-10 PAQUETE 20 UN ,INDIRECTO,"2,000000","1200,0",2400
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,DEGUSTADOR 2 0 OZ CAJA,INDIRECTO,"1,000000","49688,0",49688
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,243 PLASTICO 300 UNIDADES,INDIRECTO,"2,000000","25125,0",50250
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,BOLSA CAMISETA 40X50 BLANCA,INDIRECTO,"5,000000","1376,0",6880
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,BOLSAS DE PAPEL CON LOGO 100 UNIDADES,INDIRECTO,"1,000000","23125,0",23125
91782,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,SUSHIBURGER CAJA ANTIGRASA 100 UN,INDIRECTO,"1,000000","19600,0",19600
92064,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,POLERA DELIVERY L,INDIRECTO,"4,000000","11876,0",47504
92064,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,POLERA SERVICIO PIQUE M,INDIRECTO,"2,000000","6828,0",13656
92064,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,POLERA ADMINISTRADOR XL,INDIRECTO,"4,000000","12250,0",49000
92064,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,POLERON TALLA M,INDIRECTO,"6,000000","16250,0",97500
92064,6,Factura Electrónica,KAMI MARCOLETA SPA,MARCOLETA Nro 558,Marcoleta,2024-06-01,POLERON TALLA L,INDIRECTO,"4,000000","16250,0",65000
92256,6,Factura Electrónica,KAMI BUIN SPA,BAJOS DE MATTE 0510 2,Buin,2024-06-03,NOVA PAQUETE X 2 UNIDADES,INDIRECTO,"2,000000","7363,0",14726
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,CAMARON S CASCARA KG,INDIRECTO,"8,000000","7238,0",57904
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PECHUGA DESHUESADA KG,INDIRECTO,"30,000000","4225,0",126750
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,JENGIBRE ROSADO 1 KG,INDIRECTO,"1,000000","3488,0",3488
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,ACEITE VEGETAL 900 CC,INDIRECTO,"24,000000","2218,0",53232
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,ARROZ MANGA 10 KG,INDIRECTO,"7,000000","14375,0",100625
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PALMITOS TARRO ENTERO 800 GRS,INDIRECTO,"4,000000","4438,0",17752
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,HARINA 1 KG,INDIRECTO,"10,000000","1325,0",13250
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,MAYONESA KRAFT 887 GR,INDIRECTO,"1,000000","6239,0",6239
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,NORI 100 HOJAS GOLD,INDIRECTO,"6,000000","8363,0",50178
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PANKO BOLSA 1 KG,INDIRECTO,"10,000000","2063,0",20630
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,SALSA DULCE TINETA,INDIRECTO,"1,000000","33898,0",33898
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,VINAGRE PREPARADO TINETA,INDIRECTO,"1,000000","24283,0",24283
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,WASABI PAQUETE 1KG,INDIRECTO,"1,000000","9063,0",9063
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,ESTERILLA BAMBOO,INDIRECTO,"3,000000","1188,0",3564
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,243 PLASTICO 300 UNIDADES,INDIRECTO,"1,000000","25125,0",25125
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,CEBOLLIN DOCENA,INDIRECTO,"1,000000","8125,0",8125
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PALTA HASS KILO,INDIRECTO,"20,000000","5500,0",110000
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PIMENTON ROJO KILO,INDIRECTO,"1,000000","6250,0",6250
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,PIMENTON VERDE KILO,INDIRECTO,"1,000000","5688,0",5688
92448,6,Factura Electrónica,ARNAEZ SPA,MANUTARA 8992,La Florida,2024-06-04,QUESO CREMA 6 8 KG,INDIRECTO,"4,000000","45563,0",182252
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,ATUN 500GRS,INDIRECTO,"1,000000","3745,0",3745
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,CAMARON S CASCARA KG,INDIRECTO,"15,000000","7238,0",108570
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,GYOSAS CAMARON SHEN UNIDAD,INDIRECTO,"1,000000","5525,0",5525
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,GYOSAS CERDO SHEN UNIDAD,INDIRECTO,"1,000000","4191,0",4191
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,GYOSAS POLLO SHEN UNIDAD,INDIRECTO,"1,000000","4191,0",4191
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,KANIKAMA KILO,INDIRECTO,"15,000000","2750,0",41250
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,PAPAS PRE FRITAS BOLSA 2 5 KG 7X7 MM,INDIRECTO,"1,000000","5825,0",5825
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,PECHUGA DESHUESADA KG,INDIRECTO,"60,000000","4225,0",253500
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,REINETA SIN PIEL KILO,INDIRECTO,"20,000000","9000,0",180000
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,SALMON FILETE TRIMD 3 4 PREMIUM KILO,INDIRECTO,"3,200000","14000,0",44800
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,HUEVO EN POLVO PAQUETE 500 GRS,INDIRECTO,"1,000000","4625,0",4625
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,SESAMO BLANCO 1 KG,INDIRECTO,"1,000000","5313,0",5313
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,SESAMO NEGRO 1K G,INDIRECTO,"1,000000","6224,0",6224
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,CHOCLO TARRO 400 GRS,INDIRECTO,"12,000000","1041,0",12492
91822,6,Factura Electrónica,JCYNEO SPA,SANTA ROSA 7917,San Ramon,2024-06-01,CHAMPINON TARRO 400 GRS,INDIRECTO,"24,000000","1613,0",38712
